prod_no,fix_time,a_speed,b_speed,separation,s_separation,rate_terms,mpa,load_time,highpressure_time,c_thickness
90784-76001,85.4,0.602,1.643,247.8,656.9,89,77.3,18.2,56,19.7
90784-76001,85.4,0.599,1.645,243.9,655.9,88,77.3,18.1,66,24.6
90784-76001,86.8,0.601,1.64,243.5,655.9,89,77.8,18.2,60,25
90784-76001,85.4,0.607,1.623,247.8,656.9,89,76.8,18.2,63,19.7
90784-76001,85.1,0.606,1.632,230.3,657.3,88,25.2,18.1,76,36.8
90784-76001,85.4,0.466,1.674,246.3,656.6,89,28.5,18.2,76,42.8
90784-76001,85.4,0.475,1.674,246.3,656.6,89,28.5,18.2,76,39.8
90784-76001,85.7,0.476,1.674,246.3,656.6,88,28.5,18.2,76,38
90784-76001,85.8,0.479,1.674,246.3,656.6,88,28.3,18.2,76,9.5
90784-76001,68.8,0.473,1.674,246.3,656.6,88,28.5,0,76,41.3
90784-76001,87.5,0.604,1.664,247.2,656.6,88,78.5,18.2,55,20.6
90784-76001,91.8,0.601,1.64,247.3,656.9,88,78.6,18.2,75,20.2
90784-76001,85.7,0.6,1.652,252.6,656.6,89,78,18.2,64,15.2
90784-76001,85.6,0.603,1.656,249.5,657.4,89,77.6,18.2,73,17.5
90784-76001,85.7,0.602,1.648,230.6,656.8,89,25.2,18.2,58,37
90784-76001,85.4,0.466,1.655,248.4,657.4,88,28.5,18.2,58,40
90784-76001,85.3,0.474,1.655,248.4,657.4,89,28.5,18.2,58,37.5
90784-76001,64.4,0.469,1.655,248.4,657.4,88,28.5,0,58,40.1
90784-76001,92.5,0.609,1.656,248,655.9,89,78.5,18.2,56,20.5
90784-76001,87.6,0.606,1.662,251.3,656.6,88,77.7,18.2,67,16.5
90784-76001,87.3,0.601,1.661,248.7,655.9,88,78.9,18.2,56,19.8
90784-76001,88.4,0.603,1.668,254.6,655.8,88,78.1,18.1,81,14
90784-76001,86.7,0.607,1.652,250.7,657.4,88,78.4,18.2,85,16.3
90784-76001,86.3,0.604,1.636,252.5,656.8,89,77.7,18.2,65,15.1
90784-76001,107,0.475,1.661,244.7,656.8,88,28.5,18.9,57,34.8
90784-76001,88.6,0.602,1.665,249.4,656.7,88,78.5,18.1,72,18.3
90784-76001,86.1,0.597,1.669,250.1,655.9,88,78.5,18.1,62,18.4
90784-76001,86.2,0.603,1.661,250.3,656.6,88,78.3,18.2,61,17.5
90784-76001,86,0.601,1.651,250.5,655.1,88,78.2,18.2,66,18.8
90784-76001,86,0.604,1.649,248.2,655.4,88,78.1,18.2,67,20.8
90784-76001,86,0.597,1.626,256.1,655.2,88,77.1,18.1,75,13.1
90784-76001,85.3,0.607,1.635,228.7,656.7,88,25.3,18.2,59,39
90784-76001,85.2,0.475,1.669,254.7,656.7,88,28.5,18.2,59,34.8
90784-76001,108.1,0.471,1.669,254.7,656.7,88,28.5,18.8,59,34.7
90784-76001,86.6,0.604,1.669,254.7,656.7,88,77.8,18.1,59,13
90784-76001,88,0.597,1.68,250.8,655.6,88,78.5,18.1,59,18
90784-76001,88,0.611,1.675,246,655.6,89,78.5,18.2,58,22.8
90784-76001,87.1,0.613,1.666,242.4,655.6,89,79.1,18.1,56,26.4
90784-76001,93,0.594,1.665,248.5,655.4,88,78.5,18.2,58,20.5
90784-76001,86.5,0.609,1.683,247.9,655.3,88,78.9,18.2,59,21.2
90784-76001,87.9,0.606,1.652,246.5,655.1,89,78.6,18.1,62,22.8
90784-76001,87.3,0.593,1.671,246.7,655.9,89,78.7,18.2,51,21.8
90784-76001,85.6,0.6,1.673,245.5,656.9,88,78.5,18.2,63,22
90784-76001,85.6,0.598,1.689,243.7,656.3,89,78.8,18.2,54,24.4
90784-76001,86.3,0.61,1.673,248.5,655.4,88,78.8,18.2,60,20.5
90784-76001,86.1,0.601,1.683,247.6,655.6,89,78.9,18.1,59,21.2
90784-76001,86.1,0.603,1.644,245.7,655.6,88,78.6,18.2,63,23.1
90784-76001,85.7,0.592,1.639,237.4,655.9,88,78.6,18.2,57,31.1
90784-76001,86,0.596,1.689,268.5,655.4,88,80.7,18.2,58,0.5
90784-76001,86.1,0.594,1.669,247.7,655.1,88,79,18.2,59,21.6
90784-76001,86.6,0.607,1.678,249.5,655.8,88,78.5,18.1,66,19.1
90784-76001,86.4,0.601,1.663,247.7,655.6,88,78.7,18.2,61,21.1
90784-76001,85.2,0.593,1.66,250.8,655.3,88,78.3,18.2,60,18.3
90784-76001,96.9,0.46,1.677,251.7,655.7,88,28.5,18.8,54,34.8
90784-76001,85.9,0.595,1.677,251.7,655.7,89,78.5,18.1,54,17
90784-76001,86.9,0.613,1.671,246.1,656.8,89,78.8,18.2,59,21.5
90784-76001,86,0.598,1.628,248.6,655.4,89,78.7,18.1,69,20.4
90784-76001,86.3,0.608,1.649,244,656.6,88,78.6,18.2,71,23.8
90784-76001,86.3,0.615,1.661,248.2,655.9,88,78.7,18.1,60,20.3
90784-76001,86.1,0.612,1.664,249.5,655.8,88,78.5,18.2,62,19.1
90784-76001,85.6,0.593,1.662,246.2,655.1,89,78.4,18.2,62,23.1
90784-76001,85.9,0.6,1.665,248.8,655.3,89,78.5,18.2,65,20.3
90784-76001,85.5,0.613,1.676,249.7,656.2,88,78.2,18.2,64,18.5
90784-76001,92.1,0.473,1.665,245,655.8,88,28.7,18.8,57,40.4
90784-76001,86.1,0.609,1.665,245,655.8,88,78.9,0,57,23.6
90784-76001,86.2,0.608,1.669,245.1,655.2,89,79,18.2,90,24.1
90784-76001,86.2,0.6,1.666,249.9,654.9,89,78.4,18.2,91,19.6
90784-76001,85.8,0.59,1.671,245.9,655.5,89,79,18.1,86,23
90784-76001,86.1,0.604,1.677,240.8,657.3,89,79,18.2,60,26.3
90784-76001,85.9,0.605,1.684,241.7,655.6,88,79,18.1,58,27.1
90784-76001,86,0.595,1.667,250.8,653.8,89,78.5,18.2,53,19.8
90784-76001,85.9,0.611,1.658,242.8,656.6,88,78.9,18.1,53,25
90784-76001,85.6,0.588,1.674,249.7,655.2,88,78.6,18.1,60,19.5
90784-76001,88.8,0.6,1.666,245.4,655.7,89,79,18.2,50,23.3
90784-76001,85.6,0.591,1.659,248.8,654.8,88,78.7,18.2,58,20.8
90784-76001,85.7,0.603,1.666,249.5,656.6,89,78.3,18.2,66,18.3
90784-76001,85.3,0.609,1.665,250.4,655.6,88,78.2,18.2,60,18.4
90784-76001,97,0.469,1.669,248.6,655.8,88,28.5,18.8,65,34.3
90784-76001,86.1,0.597,1.669,248.6,655.8,88,78.6,18.2,65,20
90784-76001,86.4,0.595,1.647,248.7,655.6,88,78.4,18.2,70,20.1
90784-76001,85.4,0.598,1.635,248.3,655.3,88,78.6,18.2,56,20.8
90784-76001,85.5,0.603,1.651,259.1,656,88,77.2,18.2,69,9.3
90784-76001,85,0.591,1.661,237.3,655.6,88,25.3,18.2,74,31.5
90784-76001,85.4,0.467,1.693,245.9,656.6,88,28.5,18.2,74,33.9
90784-76001,89.4,0.476,1.693,245.9,656.6,88,28.5,18.8,74,33.6
90784-76001,87.1,0.609,1.68,247.3,655.4,89,78.5,18.1,65,21.7
90784-76001,89.7,0.604,1.679,246.5,656.7,88,78.6,18.2,70,21.2
90784-76001,86.1,0.597,1.671,244.5,655.9,88,78.7,18.1,63,24
90784-76001,86.9,0.601,1.665,246,655.8,89,78.9,18.1,61,22.6
90784-76001,85.9,0.604,1.679,248.7,657.4,89,78.7,18.2,69,18.3
90784-76001,86.1,0.608,1.686,247.5,656.3,89,78.9,18.1,62,20.6
90784-76001,85.6,0.594,1.682,249.8,655.6,89,78.8,18.1,63,19
90784-76001,86.2,0.607,1.689,249.1,656,89,78.7,18.1,68,19.3
90784-76001,86,0.607,1.683,248.4,655.4,89,79,18.1,58,20.6
90784-76001,86.2,0.586,1.671,247.9,655.1,89,78.6,18.1,58,21.4
90784-76001,85.7,0.606,1.688,248.6,655.7,89,78.9,18.1,84,20.1
90784-76001,85.8,0.611,1.659,249.1,655.9,89,78.7,18.1,66,19.4
90784-76001,85.5,0.598,1.648,242.4,656.4,89,78.9,18.1,59,25.6
90784-76001,85.5,0.606,1.669,244.3,655.6,89,78.9,18.1,58,24.5
90784-76001,85.6,0.603,1.685,245.4,655.7,90,78.6,18.1,57,23.3
90784-76001,86,0.597,1.674,247.5,655.8,90,78.9,18.2,68,21.1
90784-76001,86.3,0.612,1.673,251.2,656.2,89,78.6,18.2,71,17
90784-76001,85.9,0.613,1.672,247.2,655.5,89,79,18.1,62,21.7
90784-76001,86.4,0.601,1.673,247,655.8,89,78.7,18.1,56,21.6
90784-76001,87.3,0.593,1.684,248.7,655.7,89,79,18.1,60,20
90784-76001,92.7,0.594,1.688,250.6,655.8,89,78.7,18.2,55,18
90784-76001,86.5,0.613,1.675,241.7,657.1,89,78.9,18.1,50,25.6
90784-76001,87.9,0.608,1.663,249,656.7,89,78.4,18.1,61,18.7
90784-76001,86.1,0.611,1.652,246.6,655,89,78.5,18,55,22.8
90784-76001,85.8,0.612,1.656,250.8,654.9,88,78.3,18.2,63,18.7
90784-76001,86.9,0.604,1.636,251.2,655.4,89,78.1,18.2,73,17.8
90784-76001,85.4,0.61,1.656,248.8,655.6,89,78.4,18.2,91,20
90784-76001,85.2,0.604,1.67,233.1,656.9,89,25.3,18.1,60,34.4
90784-76001,85.7,0.479,1.664,252.1,655.3,89,28.6,18.9,60,35.3
90784-76001,91.2,0.601,1.664,252.1,655.3,88,78.8,18.1,60,17
90784-76001,86.8,0.602,1.674,251,655.7,88,78.8,18.1,65,17.7
90784-76001,86.2,0.611,1.668,248.2,655.8,88,79.1,18,58,20.4
90784-76001,86.4,0.595,1.684,251.8,655.6,88,79,18.1,52,17
90784-76001,86.5,0.608,1.667,248.2,655.3,88,78.6,18.1,55,20.9
90784-76001,87,0.603,1.672,252.2,655.4,89,79,18.1,55,16.8
90784-76001,85.5,0.61,1.667,252.3,655.7,88,78.8,18.2,52,16.4
90784-76001,85.7,0.604,1.666,248.3,657.1,88,79,18.1,55,19
90784-76001,86.2,0.61,1.664,251.7,655.4,89,78.1,18.2,55,17.3
90784-76001,86,0.612,1.677,249.7,655.1,89,78.4,18.2,64,19.6
90784-76001,85.7,0.607,1.671,248.3,656.6,89,78.6,18.2,53,19.5
90784-76001,106.6,0.465,1.671,253.4,656.4,89,28.6,18.8,60,33.7
90784-76001,87.3,0.6,1.671,253.4,656.4,89,78.4,18.1,60,14.6
90784-76001,90.4,0.601,1.681,251.5,655.3,88,78.6,18.1,51,17.6
90784-76001,86.3,0.609,1.665,246.9,655.2,89,78.8,18,52,22.3
90784-76001,86.2,0.596,1.651,251.7,656.7,89,78.2,18.1,60,16
90784-76001,86,0.604,1.649,250.4,655.6,89,78.7,18,55,18.4
90784-76001,87.1,0.599,1.644,250.7,655.6,89,78.3,18.1,51,18.1
90784-76001,87.8,0.599,1.65,251.5,655.4,89,78.2,18.1,56,17.5
90784-76001,87.3,0.602,1.643,251.6,655.7,89,78.3,18.2,53,17.1
90784-76001,87.3,0.597,1.651,252.5,656.4,88,78.2,18.2,58,15.5
90784-76001,86.2,0.602,1.674,250.5,655.3,89,78.2,18,80,18.6
90784-76001,86.2,0.601,1.673,249.9,655.3,88,78,18.1,77,19.2
90784-76001,86.6,0.604,1.661,255.6,655.5,89,77.4,18.1,73,13.3
90784-76001,86,0.601,1.656,230.9,656.4,89,25.2,18.1,56,37.1
90784-76001,85.5,0.47,1.674,255.1,655.6,89,28.5,18.1,56,35.3
90784-76001,98.1,0.47,1.674,255.1,655.6,89,28.4,18.7,56,35.4
90784-76001,86.4,0.608,1.674,255.1,655.6,89,77.9,18.1,56,13.7
90784-76001,86.3,0.601,1.681,251.2,655.5,89,78.7,18.1,68,17.7
90784-76001,86.1,0.599,1.668,251.6,655.4,89,78.7,18,61,17.4
90784-76001,92.1,0.601,1.683,254,655.2,89,78.5,18,61,15.2
90784-76001,86.5,0.603,1.675,247.1,656.8,90,78.8,18,60,20.5
90784-76001,86,0.597,1.688,249,655.7,89,78.5,18.1,60,19.7
90784-76001,86.2,0.593,1.659,250.1,655.1,89,78.8,18,55,19.2
90784-76001,86,0.603,1.652,249.8,655.4,89,78.8,18,58,19.2
90784-76001,86,0.601,1.675,251.3,656.8,89,78.6,18.1,64,16.3
90784-76001,85.9,0.604,1.675,251.5,655.7,90,78.4,18,63,17.2
90784-76001,85.8,0.607,1.682,250.2,656.6,90,78.6,18.1,60,17.6
90784-76001,86.2,0.607,1.649,255,655.4,89,78.1,18.1,61,14
90784-76001,85.6,0.601,1.665,252.8,656,89,78.4,18.1,63,15.6
90784-76001,90.6,0.473,1.68,253.7,655.9,89,28.6,18.8,81,32.1
90784-76001,86,0.592,1.68,253.7,655.9,88,78.4,18.1,81,14.8
90784-76001,85.7,0.593,1.676,252.9,654.7,89,78.6,18,89,16.8
90784-76001,86.1,0.614,1.666,248.9,655.4,90,78.9,18.1,59,20.1
90784-76001,85.6,0.613,1.67,250.5,656.9,89,78.7,18.1,56,17
90784-76001,86,0.586,1.679,250.2,655.1,89,78.9,18.1,64,19.1
90784-76001,85.9,0.603,1.664,250.7,656.4,89,78.4,18,54,17.3
90784-76001,85.6,0.602,1.662,246.7,655.9,90,78.8,18,58,21.8
90784-76001,87.2,0.589,1.677,250.7,655.1,89,78.7,18.1,58,18.6
90784-76001,86.4,0.606,1.654,250.2,656.5,89,78.5,18,73,17.7
90784-76001,86.2,0.609,1.667,252.2,655.7,90,78.2,18,80,16.5
90784-76001,86.1,0.593,1.67,248.2,656.4,90,78.4,18.1,62,19.8
90784-76001,86.1,0.586,1.664,249.4,654.9,90,78.5,18.1,59,20.1
90784-76001,85.9,0.6,1.658,245.7,657.1,90,78.7,18,65,21.6
90784-76001,86.2,0.59,1.673,246,654.9,89,78.7,18.1,59,23.5
90784-76001,85.6,0.604,1.666,248,656.8,89,78.6,18,60,19.6
90784-76001,85.9,0.603,1.663,248.3,655.3,89,78.9,18.1,58,20.8
90784-76001,85.9,0.593,1.657,246.9,655.3,89,78.9,18.1,65,22.2
90784-76001,85.6,0.599,1.66,245.2,655.4,90,78.9,18.1,58,23.8
90784-76001,86.2,0.61,1.678,249,656.6,90,78.5,18.1,63,18.8
90784-76001,86.1,0.608,1.675,248,656.6,90,78.6,18.1,66,19.8
90784-76001,85.5,0.608,1.652,247.1,655.5,89,78.7,18.1,56,21.8
90784-76001,85.9,0.591,1.668,246,655.2,89,78.6,18.1,58,23.2
90784-76001,85.8,0.604,1.67,245,656.6,90,78.8,18.1,61,22.8
90784-76001,85.9,0.594,1.664,247,654.9,89,78.7,18.1,60,22.5
90784-76001,86,0.604,1.656,248.2,655.6,89,78.8,18.1,68,20.6
90784-76001,85.8,0.607,1.657,250.5,655.6,89,78.4,18.1,56,18.3
90784-76001,85.9,0.594,1.665,247.1,655.8,89,78.9,18.1,57,21.5
90784-76001,86.3,0.597,1.661,252.8,655.7,90,78.3,18.1,60,15.9
90784-76001,86,0.6,1.68,251.9,655.9,90,78.4,18.1,55,16.6
90784-76001,86,0.601,1.678,250.6,655.4,90,78.4,18.1,58,18.4
90784-76001,86,0.598,1.678,251.8,657.1,91,78.2,18.1,60,15.5
90784-76001,85.6,0.598,1.688,251.9,656.9,89,78.3,18.1,78,15.6
90784-76001,86,0.607,1.661,250.9,656.8,89,78.4,18.1,55,16.7
90784-76001,86.1,0.599,1.678,246.7,655.9,89,78.7,18,65,21.8
90784-76001,86.1,0.601,1.657,246.2,655.9,89,79,18.1,56,22.3
90784-76001,86,0.598,1.665,246,655.6,89,78.8,18.1,60,22.8
90784-76001,85.8,0.611,1.676,245.5,656.9,90,78.9,18,60,22
90784-76001,86,0.597,1.683,242,657.1,90,79,18,57,25.3
90784-76001,86.3,0.599,1.66,248,655.4,90,78.5,18.1,65,21
90784-76001,85.9,0.6,1.667,250,655.4,90,78.9,18,58,19
90784-76001,86,0.6,1.683,252,655.1,90,78.4,18.1,59,17.3
90784-76001,86.1,0.602,1.658,245.2,655.3,90,78.9,18,60,23.9
90784-76001,85.6,0.602,1.681,248.6,655.3,90,78.9,18.1,60,20.5
90784-76001,85.7,0.601,1.681,249.1,655.3,89,79,18.1,60,20
90784-76001,85.7,0.603,1.688,248.4,655.2,90,78.9,18.1,58,20.8
90784-76001,86.3,0.601,1.688,250.9,656.4,90,78.5,18.1,62,17.1
90784-76001,85.8,0.604,1.678,249.3,656.8,90,78.7,18.1,60,18.3
90784-76001,85.8,0.608,1.677,250.7,655.8,90,78.6,18.1,61,17.9
90784-76001,112.8,0.471,1.659,255,657.1,91,28.5,18.8,55,30.1
90784-76001,86.4,0.6,1.659,255,657.1,90,78,18.1,55,12.3
90784-76001,86.1,0.596,1.663,251.7,655.5,90,78.2,18,63,17.2
90784-76001,85.8,0.595,1.666,250.9,655.6,90,78.4,18.1,67,17.9
90784-76001,85.5,0.602,1.679,253.4,655.2,90,78,18.1,59,15.8
90784-76001,104.8,0.471,1.657,245.2,656.6,90,28.5,18.8,53,34.6
90784-76001,86.1,0.606,1.657,245.2,656.6,91,78.9,18.1,53,22.6
90784-76001,86.2,0.598,1.679,250.1,655.8,90,78.4,18.1,63,18.5
90784-76001,85.6,0.602,1.682,245,656.8,90,78.7,18.1,65,22.6
90784-76001,85.5,0.599,1.677,248.2,656.6,91,78.3,18,60,19.6
90784-76001,85.3,0.602,1.645,244.8,655.6,90,78.7,18.1,54,24
90784-76001,86.1,0.599,1.652,254.2,655.4,90,77.7,18.1,69,14.8
90784-76001,86.1,0.602,1.669,245.8,657.3,90,78.2,18,62,21.3
90784-76001,86.5,0.606,1.643,244.5,657.4,91,78.6,18,64,22.5
90784-76001,86,0.604,1.658,243.3,656.8,90,78.9,18.1,62,24.3
90784-76001,86.5,0.601,1.659,247.3,655.8,91,78.6,18.1,63,21.3
90784-76001,86.3,0.597,1.648,249.5,655.1,90,78.6,18.1,71,19.8
90784-76001,86,0.597,1.656,247.3,654.8,91,78.9,18.1,55,22.3
90784-76001,85.9,0.604,1.64,244.1,657.3,91,78.7,18,59,23
90784-76001,86.4,0.595,1.656,249.6,655.6,91,78.7,18.1,60,19.2
90784-76001,86.1,0.598,1.652,249.1,655.7,91,78.7,18.1,56,19.6
90784-76001,86,0.608,1.664,242.9,656.7,90,78.8,18.1,58,24.8
90784-76001,86.2,0.601,1.658,247.8,656.6,90,78.7,18,63,20
90784-76001,86.1,0.603,1.662,244.9,655.9,90,78.4,18.1,69,23.6
90784-76001,86.5,0.602,1.654,251.1,656.8,91,77.7,18.1,56,16.5
90784-76001,86.7,0.596,1.651,250.4,655.4,90,78,18.1,61,18.6
90784-76001,85.7,0.599,1.659,249.6,655.1,90,77.6,18.1,70,19.7
90784-76001,85.5,0.6,1.643,232.2,655.2,90,25.2,18.1,78,37
90784-76001,85.1,0.472,1.638,244.8,655.5,91,28.5,18,78,37
90784-76001,71,0.477,1.638,244.8,655.5,91,28.5,0,78,34.6
90784-76001,86.2,0.593,1.638,244.8,655.5,91,78.9,18.1,78,24.1
90784-76001,85.8,0.601,1.647,245.5,655.6,91,78.5,18.1,65,23.3
90784-76001,86.4,0.596,1.671,244.7,656.2,91,78.8,18,57,23.5
90784-76001,86.4,0.597,1.648,246,655.3,91,78.7,18,86,23.1
90784-76001,85.5,0.604,1.665,241,657.4,91,78.6,18,59,26
90784-76001,85.2,0.599,1.666,239.5,656.9,91,78.8,18.2,70,28
90784-76001,85.6,0.599,1.659,241.1,655.7,91,78.8,18.1,58,27.6
90784-76001,86.1,0.601,1.665,242.6,655.6,92,78.9,18,60,26.2
90784-76001,85.7,0.612,1.667,243.9,656.6,91,78.7,18.1,58,23.9
90784-76001,86,0.609,1.663,245.1,655.4,91,79,18.1,60,23.9
90784-76001,86.3,0.602,1.608,244.6,655,92,78.4,18.1,60,24.8
90784-76001,85.9,0.551,1.688,263,635.7,91,78.4,18,66,25.7
90784-76001,86,0.629,1.497,207.9,693.7,91,78.4,18,69,22.8
90784-76001,86,0.601,1.665,244.5,655.6,91,78.9,18.1,57,24.3
90784-76001,85.9,0.599,1.666,244.1,655.3,91,78.4,18.1,68,25
90784-76001,85.8,0.604,1.67,246.3,655.1,91,78.6,18.1,63,23
90784-76001,86.1,0.601,1.666,248.4,655.4,91,78.5,18.1,67,20.6
90784-76001,85.9,0.603,1.673,247.4,655.2,91,78.6,18,57,21.8
90784-76001,85.6,0.604,1.676,245.5,656.8,91,78.5,18,61,22.1
90784-76001,85.6,0.604,1.665,248.5,655.5,91,78.4,18.1,63,20.4
90784-76001,86.4,0.604,1.653,244.2,655.9,91,78.3,18.1,61,24.3
90784-76001,85.3,0.603,1.667,249.7,655.8,91,78,18.1,74,18.9
90784-76001,94.7,0.469,1.745,267.2,656.9,91,28.5,18.8,68,36.9
90784-76001,85.9,0.598,1.745,267.2,656.9,91,80.3,18.1,68,0.3
90784-76001,85.7,0.598,1.664,242.9,657.1,91,78.7,18.1,59,24.4
90784-76001,86.1,0.599,1.675,244.4,655.9,91,78.7,18.1,54,24.1
90784-76001,86.1,0.598,1.683,245,655.8,91,78.9,18.1,56,23.6
90784-76001,86.2,0.596,1.666,242.2,655.7,91,78.6,18,54,26.5
90784-76001,86,0.602,1.665,246.2,655.9,91,78.4,18.1,60,22.3
90784-76001,85.6,0.603,1.643,247.8,656.6,91,78.4,18.1,65,20
90784-76001,85.9,0.596,1.673,245.1,655.2,91,78.7,18,57,24.1
90784-76001,85.7,0.604,1.653,247.4,655.5,91,78.4,18.1,62,21.5
90784-76001,85.7,0.596,1.661,245.4,655.6,91,78.5,18.2,63,23.4
90784-76001,86.1,0.594,1.648,247.3,653.6,91,78.5,18,56,23.5
90784-76001,86,0.604,1.664,244.4,655.4,91,78.6,18.1,74,24.6
90784-76001,85.8,0.606,1.659,242.3,657.3,91,78.8,18,56,24.8
90784-76001,85.8,0.602,1.662,245.8,655.3,91,78.7,18.2,58,23.3
90784-76001,85.6,0.597,1.66,245.6,656.6,91,78.5,18,61,22.2
90784-76001,85.6,0.606,1.656,242.1,655.1,91,78.6,18.1,61,27.2
90784-76001,86,0.603,1.67,241.5,655.6,91,78.8,18.1,73,27.3
90784-76001,86,0.606,1.656,243.2,656.6,91,78.6,18.1,82,24.6
90784-76001,85.7,0.606,1.664,243.6,657.1,91,78.7,18.1,56,23.7
90784-76001,85.9,0.6,1.655,245.1,655.7,91,78.6,18,58,23.6
90784-76001,85.9,0.602,1.665,241.3,657.1,91,78.5,18,58,26
90784-76001,85.9,0.606,1.659,243,657.1,91,78.5,18,62,24.3
90784-76001,85.9,0.603,1.669,241.2,656.8,91,78.5,18.1,55,26.4
90784-76001,85.9,0.604,1.659,243.9,656.9,91,78.5,18.1,60,23.6
90784-76001,85.6,0.607,1.663,244.2,657.4,91,78.6,18.1,79,22.8
90784-76001,85.7,0.604,1.659,247.3,655.4,91,78.5,18.1,61,21.7
90784-76001,86,0.607,1.666,243.9,657.3,91,78.5,18.1,59,23.2
90784-76001,85.8,0.604,1.65,246,657,91,78.5,18.1,63,21.4
90784-76001,85.8,0.604,1.672,243.7,657.1,91,78.6,18.1,57,23.6
90784-76001,86.2,0.603,1.668,244.4,657.2,91,78.5,18,85,22.8
90784-76001,85.6,0.602,1.663,244.5,656.9,91,78.5,18.1,60,23
90784-76001,85.5,0.601,1.651,244.2,656.6,91,78.5,18.1,53,23.6
90784-76001,85.8,0.602,1.667,244.2,656.9,91,78.6,18,63,23.3
90784-76001,85.7,0.606,1.657,247.2,655.6,91,78.3,18.1,55,21.6
90784-76001,86.2,0.606,1.655,242.1,657.3,91,78.5,18.1,57,25
90784-76001,86,0.602,1.676,245.4,657.3,92,78.5,18.1,78,21.7
90784-76001,86,0.607,1.661,245,656.9,91,78.7,18.1,56,22.5
90784-76001,85.5,0.608,1.67,246.9,657.3,91,78.3,18.1,78,20.2
90784-76001,85.6,0.601,1.663,247.3,655.7,91,78.5,18.1,63,21.4
90784-76001,85.8,0.604,1.66,246.2,656.6,91,78.4,18.1,74,21.6
90784-76001,86.2,0.607,1.667,245.9,657.4,91,78.4,18.1,59,21.1
90784-76001,85.4,0.597,1.668,246.1,657.3,91,78.4,18.1,56,21
90784-76001,86.1,0.606,1.661,256.9,657.1,91,76.4,18.1,60,10.4
90784-76001,86.1,0.604,1.668,244.3,657.1,91,78.4,18.1,56,23
90784-76001,86,0.61,1.655,241.6,656.8,91,78.4,18.1,57,26
90784-76001,86.2,0.609,1.663,241.6,657.3,91,78.3,18.1,51,25.5
90784-76001,86.2,0.603,1.652,246.1,657.4,91,78.1,18.1,70,20.9
90784-76001,86.2,0.604,1.658,243.5,655.1,91,78.4,18.1,58,25.8
90784-76001,86,0.602,1.648,244.5,655.6,91,78.1,18.1,61,24.3
90784-76001,86.7,0.604,1.643,243.6,657.4,91,78.1,18.1,70,23.4
90784-76001,84.9,0.604,1.648,246.9,657.3,91,77.6,18.1,70,20.2
90784-76001,87.8,0.469,1.67,243.2,655.6,91,28.3,18.8,56,35.2
90784-76001,86.1,0.6,1.67,243.2,655.6,91,78.4,18.1,56,25.6
90784-76001,85.5,0.602,1.65,248.9,655.7,91,78.1,18.1,55,19.8
90784-76001,85.6,0.604,1.659,245.2,657.4,91,78.3,18.1,67,21.8
90784-76001,85.4,0.604,1.656,243,656.8,91,78.4,18.1,53,24.6
90784-76001,85.3,0.604,1.65,241.5,657.6,91,78.7,18.1,72,25.3
90784-76001,85.6,0.604,1.652,244.5,655.8,91,78.5,18.1,57,24.1
90784-76001,85.1,0.607,1.646,244.4,655.7,91,78.2,18.1,61,24.3
90784-76001,85.6,0.598,1.655,245.1,656,91,78.4,18.1,60,23.3
90784-76001,86,0.607,1.638,240,656.4,91,78.4,18.1,62,28
90784-76001,85.6,0.601,1.633,242.7,656.8,91,78.1,18.1,63,24.9
90784-76001,85.9,0.608,1.644,241.5,657.4,91,78.4,18.1,63,25.5
90784-76001,86.1,0.608,1.661,243.5,656.9,91,78.4,18.1,57,24
90784-76001,85.9,0.604,1.642,243.6,657.3,91,78.1,18.1,63,23.5
90784-76001,85.9,0.606,1.646,240,657.1,91,78.1,18.1,61,27.3
90784-76001,85.7,0.612,1.636,245.1,656.5,91,78.2,18.1,64,22.8
90784-76001,86.6,0.604,1.64,244.9,656.9,91,78.2,18.1,60,22.6
90784-76001,85.6,0.606,1.638,244.5,657.1,91,78.2,18.1,68,22.8
90784-76001,85.1,0.602,1.626,242.7,656.9,91,78.3,18.1,62,24.8
90784-76001,85.1,0.604,1.618,244.5,657.1,91,78,18,79,22.8
90784-76001,85.2,0.603,1.647,253,657.3,91,76.6,18.1,68,14.1
90784-76001,84.8,0.603,1.626,232.4,657.2,91,25,18.1,66,34.8
90784-76001,87.7,0.469,1.64,245.4,656.9,91,28.5,18.1,66,40
90784-76001,87.7,0.474,1.64,245.4,656.9,91,28.2,18.9,66,39.3
90784-76001,86.3,0.604,1.64,245.4,656.9,91,78.3,18.1,66,22.1
90784-76001,85.5,0.604,1.648,243.9,656.9,91,78.3,18.1,61,23.6
90784-76001,85.9,0.61,1.642,241.1,657.1,91,78.3,18.1,65,26.2
90784-76001,86,0.605,1.649,242.2,657.4,91,78.4,18.1,68,24.8
90784-76001,86,0.6,1.631,239.8,657.6,91,78.2,18.1,59,27
90784-76001,85.7,0.607,1.634,244.4,657.4,92,78.1,18.1,64,22.6
90784-76001,85.8,0.6,1.645,245.7,655.9,91,78.7,18.1,59,22.8
90784-76001,86.1,0.607,1.626,246.5,657.3,91,78.1,18.1,63,20.6
90784-76001,86.1,0.612,1.635,244.3,657.3,91,78.3,18.1,86,22.8
90784-76001,86.2,0.61,1.636,244.3,657.3,91,78.2,18.1,63,22.8
90784-76001,85.7,0.611,1.634,244.8,656.8,91,78.3,18.1,56,22.8
